# Pressure [MeV/fm^3],Energy Density [MeV/fm^3],Number Density [/fm^3]
2.703782557167761641e-03,2.371348793848975234e+00,2.521284493607721042e-03
2.762096524245543586e-03,2.416512140219898797e+00,2.569248598900595888e-03
2.821874061958871450e-03,2.462535774876227990e+00,2.618125157906004037e-03
2.883149944200347897e-03,2.509436087286590400e+00,2.667931528849904095e-03
2.945959597732785741e-03,2.557229781908716415e+00,2.718685400175559555e-03
3.010339355189064689e-03,2.605933886725444903e+00,2.770404796825492490e-03
3.076327003286561789e-03,2.655565759471106180e+00,2.823108086642931933e-03
3.143961892001610400e-03,2.706143086985365098e+00,2.876813986895050256e-03
3.213284537184969095e-03,2.757683889865341964e+00,2.931541570920289958e-03
3.284336433384253944e-03,2.810206529119593899e+00,2.987310274902149621e-03
3.357159142727743437e-03,2.863729712878740674e+00,3.044139904771830333e-03
3.431794288156815847e-03,2.918272503851665700e+00,3.102050643242201117e-03
3.508283782959170215e-03,2.973854327402509323e+00,3.161063056975567474e-03
3.586670167622495013e-03,3.030494980318285236e+00,3.221198103887803945e-03
3.666997103937656190e-03,3.088214640413807999e+00,3.282477140591434552e-03
3.749310064026649490e-03,3.147033876962729071e+00,3.344921929980314377e-03
3.833656448669099659e-03,3.206973656032472419e+00,3.408554648958590262e-03
3.920084469663586563e-03,3.268055339847039775e+00,3.473397896316698409e-03
4.008642860801805465e-03,3.330300693569222759e+00,3.539474700757199582e-03
4.099380913378553037e-03,3.393731893431968683e+00,3.606808529073281689e-03
4.192348587546344298e-03,3.458371535330751811e+00,3.675423294482864020e-03
4.287596732575812801e-03,3.524242644026076121e+00,3.745343365121226592e-03
4.385177457900128056e-03,3.591368683085097491e+00,3.816593572695222043e-03
4.485144708465964650e-03,3.659773565719520949e+00,3.889199221302104981e-03
4.587555203120393874e-03,3.729481666734983047e+00,3.963186096416137713e-03
4.692470099522421355e-03,3.800517835171995262e+00,4.038580474046152974e-03
4.799952766008723157e-03,3.872907397141146291e+00,4.115409130067322792e-03
4.910066048133062029e-03,3.946676156035945571e+00,4.193699349730459387e-03
5.022872219055508382e-03,4.021850401556199550e+00,4.273478937352206963e-03
5.138433147780982306e-03,4.098456919549955835e+00,4.354776226189591669e-03
5.256810599313333117e-03,4.176523002519246575e+00,4.437620088502403949e-03
5.378066726275705298e-03,4.256076460948832185e+00,4.522039945807020643e-03
5.502264822238544378e-03,4.337145635636672658e+00,4.608065779325282857e-03
5.629470421920685155e-03,4.419759411239604141e+00,4.695728140632154934e-03
5.759752851375984396e-03,4.503947231288303321e+00,4.785058162505933209e-03
5.893186698299518814e-03,4.589739112536303622e+00,4.876087569984878176e-03
6.029849125297336195e-03,4.677165644779242903e+00,4.968848691634175814e-03
6.169817507436022204e-03,4.766257994108729079e+00,5.063374471027235271e-03
6.313169441000346035e-03,4.857047914358370910e+00,5.159698478445413385e-03
6.459982942315249665e-03,4.949567759100981235e+00,5.257854922800299022e-03
6.610336884797221244e-03,5.043850494520188299e+00,5.357878663782815985e-03
6.764311756413034921e-03,5.139929713354336904e+00,5.459805224243435319e-03
6.921990838844127233e-03,5.237839650153824245e+00,5.563670802807906685e-03
7.083461932860480800e-03,5.337615198143489614e+00,5.669512286733002608e-03
7.248819776869315501e-03,5.439291928022106148e+00,5.777367265006795420e-03
7.418168250947579714e-03,5.542906103202606793e+00,5.887274041698180131e-03
7.591616545088374426e-03,5.648494676623702304e+00,5.999271649560339141e-03
7.769272527638576738e-03,5.756095296541426265e+00,6.113399863892999067e-03
7.951242094019695533e-03,5.865746320212974041e+00,6.229699216668390695e-03
8.137629780481844474e-03,5.977486828632606830e+00,6.348211010925954891e-03
8.328539745487952006e-03,6.091356642455926007e+00,6.468977335440865076e-03
8.524077245442568743e-03,6.207396339379212868e+00,6.592041079671618134e-03
8.724350759627748364e-03,6.325647273293407480e+00,6.717445948991979457e-03
8.929474952391689563e-03,6.446151595595234873e+00,6.845236480212679719e-03
9.139574610046304406e-03,6.568952278872163042e+00,6.975458057398420571e-03
9.354784545396279891e-03,6.694093130022482185e+00,7.108156927985751633e-03
9.575241121387358459e-03,6.821618783844134448e+00,7.243380219207576354e-03
9.801080550424581123e-03,6.951574715057841303e+00,7.381175954830124925e-03
1.003243931516598596e-02,7.084007255239314738e+00,7.521593072208306203e-03
1.026945498893619760e-02,7.218963610877775494e+00,7.664681439665536195e-03
1.051226766091894159e-02,7.356491883043746682e+00,7.810491874204170994e-03
1.076102215455012473e-02,7.496641089046335082e+00,7.959076159552875077e-03
1.101587126800283520e-02,7.639461186538253124e+00,8.110487064557315648e-03
1.127698031454742351e-02,7.785003100618983041e+00,8.264778361920702143e-03
1.154453272129354023e-02,7.933318753294593684e+00,8.422004847300863448e-03
1.181872568149506392e-02,8.084461070668538696e+00,8.582222358770591822e-03
1.209975899641312080e-02,8.238483975904859591e+00,8.745487796648217585e-03
1.238783460307018268e-02,8.395442406956565407e+00,8.911859143705434111e-03
1.268315728814701886e-02,8.555392337222901489e+00,9.081395485759527139e-03
1.298593603276282198e-02,8.718390797885483323e+00,9.254157032657367096e-03
1.329638624047408714e-02,8.884495902422816727e+00,9.430205139658592514e-03
1.361473312196149338e-02,9.053766873821215810e+00,9.609602329225558348e-03
1.394121639680748898e-02,9.226264075036388235e+00,9.792412313227841572e-03
1.427609447095014999e-02,9.402049042531530176e+00,9.978700015569131124e-03
1.461965155187729820e-02,9.581184521123239151e+00,1.016853159524458081e-02
1.497218844465353881e-02,9.763734461152044020e+00,1.036197446983678702e-02
1.533401002514766034e-02,9.949764015349582991e+00,1.055909733945876137e-02
1.570542547270526931e-02,1.013933956233324984e+01,1.075997021115235493e-02
1.608674956596110178e-02,1.033252873193154819e+01,1.096466442375088404e-02
1.647830502960238516e-02,1.052940043288162997e+01,1.117325267321467135e-02
1.688042626470779087e-02,1.073002488349867889e+01,1.138580903844861603e-02
1.729346486640887318e-02,1.093447364603754401e+01,1.160240900761087650e-02
1.771779741896695182e-02,1.114281966561532400e+01,1.182312950492205202e-02
1.815383615640999912e-02,1.135513731473088583e+01,1.204804891798437125e-02
1.860203613351520124e-02,1.157150243120683086e+01,1.227724712562060227e-02
1.906287314520480752e-02,1.179199230056418912e+01,1.251080552624253897e-02
1.953683277315185901e-02,1.201668566058403087e+01,1.274880706675919281e-02
2.002441189228604257e-02,1.224566273073825506e+01,1.299133627203487643e-02
2.052612104631279868e-02,1.247900524372954401e+01,1.323847927490775025e-02
2.104248837957742313e-02,1.271679648031931364e+01,1.349032384677938297e-02
2.157406560408136123e-02,1.295912130826349795e+01,1.374695942878624913e-02
2.212143658547110689e-02,1.320606622634730343e+01,1.400847716356424730e-02
2.268522925591684447e-02,1.345771941471210198e+01,1.427496992761746047e-02
2.326613154646911888e-02,1.371417079259833827e+01,1.454653236430271737e-02
2.386489470520238715e-02,1.397551205234887384e+01,1.482326091744162397e-02
2.448229946219833766e-02,1.424183662640395021e+01,1.510525386557203670e-02
2.511914800750672874e-02,1.451323970396638963e+01,1.539261135685109604e-02
2.577626674804239099e-02,1.478981826709216030e+01,1.568543544462227754e-02
2.645451052043528914e-02,1.507167112978242152e+01,1.598383012365904229e-02
2.715476913584990645e-02,1.535889898173313739e+01,1.628790136709798095e-02
2.787797695148601720e-02,1.565160443796465373e+01,1.659775716407453292e-02
2.862512631371385424e-02,1.594989209581178713e+01,1.691350755807473696e-02
2.939728589493995764e-02,1.625386860105829001e+01,1.723526468601650416e-02
3.019562392783067817e-02,1.656364272297095042e+01,1.756314281807441063e-02
3.102139990103075506e-02,1.687932537070276595e+01,1.789725839826208573e-02
3.187591885518197693e-02,1.720102954848773891e+01,1.823773008578660759e-02
3.276052799112379871e-02,1.752887038918574092e+01,1.858467879718965834e-02
3.367662131358439143e-02,1.786296519952519191e+01,1.893822774929032615e-02
3.462564674268132914e-02,1.820343350982099295e+01,1.929850250294481984e-02
3.560911671812932305e-02,1.855039712990048173e+01,1.966563100763869115e-02
3.662862331000114879e-02,1.890398021280397600e+01,2.003974364692737500e-02
3.768585906654006723e-02,1.926430932815519270e+01,2.042097328474110421e-02
3.878264508481473610e-02,1.963151354748459099e+01,2.080945531257080705e-02
3.992082500027929054e-02,2.000572453335879786e+01,2.120532769755157851e-02
4.110151278719700874e-02,2.038707651604591575e+01,2.160873103146091628e-02
4.232613687458128271e-02,2.077570626349550409e+01,2.201980858064908966e-02
4.359705464100423200e-02,2.117175313726656682e+01,2.243870633691932154e-02
4.491750400407716615e-02,2.157535914866886273e+01,2.286557306937595305e-02
4.629147012597546046e-02,2.198666902051085259e+01,2.330056037725891649e-02
4.772344381415156295e-02,2.240583025594519739e+01,2.374382274378331742e-02
4.921803923053626184e-02,2.283299321607156429e+01,2.419551759100327382e-02
5.077943157668928648e-02,2.326831120828884991e+01,2.465580533571942387e-02
5.241056725795834731e-02,2.371194058778030822e+01,2.512484944645001703e-02
5.411445297545182387e-02,2.416404071743465920e+01,2.560281650148583249e-02
5.589941313867133332e-02,2.462477368696804092e+01,2.608987624804948169e-02
5.777102657453114798e-02,2.509430493071226209e+01,2.658620166258011605e-02
5.972968658802209341e-02,2.557280342363435111e+01,2.709196901216506109e-02
6.177081518865978893e-02,2.606044169622852280e+01,2.760735791714000534e-02
6.388560452065562834e-02,2.655739581917658398e+01,2.813255141488013936e-02
6.606244831186269817e-02,2.706384534841986422e+01,2.866773602480479632e-02
6.828926431322476787e-02,2.757997321978322347e+01,2.921310181461875960e-02
7.055696494032713539e-02,2.810596558167071635e+01,2.976884246781370813e-02
7.286433291497911025e-02,2.864201157192114877e+01,3.033515535245376316e-02
7.521322753949950812e-02,2.918830525382282204e+01,3.091224159126961316e-02
7.759471247757641910e-02,2.974504676141379278e+01,3.150030613308610339e-02
8.000258022741610353e-02,3.031243728622407119e+01,3.209955782560859616e-02
8.243639068087671440e-02,3.089067865491747966e+01,3.271020948959402902e-02
8.490215925131318342e-02,3.147997379148137398e+01,3.333247799443297271e-02
8.741223226641701982e-02,3.208052749261363346e+01,3.396658433516952513e-02
8.998347099287649919e-02,3.269254756093770453e+01,3.461275371098644638e-02
9.263301455792724570e-02,3.331624637513356646e+01,3.527121560518330784e-02
9.537173096353529500e-02,3.395184306265817042e+01,3.594220386667615341e-02
9.819677113253647005e-02,3.459956612151499655e+01,3.662595679304759405e-02
1.010877922649627142e-01,3.525964469039877258e+01,3.732271721517683299e-02
1.040222790012455545e-01,3.593230624348326074e+01,3.803273258347960456e-02
1.069873149233015325e-01,3.661778841802406959e+01,3.875625505578875196e-02
1.099845659613873650e-01,3.731633986681981696e+01,3.949354158690664834e-02
1.130359988934509508e-01,3.802822007179270258e+01,4.024485401986116484e-02
1.161870206617352380e-01,3.875369842599726411e+01,4.101045917889773601e-02
1.195033038813040488e-01,3.949305217284869229e+01,4.179062896424043383e-02
1.230584334071454372e-01,4.024656278479156413e+01,4.258564044865571774e-02
1.269103173389252714e-01,4.101451035636922882e+01,4.339577597585324298e-02
1.310767968434231046e-01,4.179716798519820742e+01,4.422132326075861597e-02
1.356294432410495021e-01,4.259482106348607999e+01,4.506257549169359611e-02
1.406691318119849543e-01,4.340776751479420170e+01,4.591983143450034666e-02
1.462539009090119413e-01,4.423630607660219738e+01,4.679339553864626106e-02
1.523943907824253929e-01,4.508073638793523941e+01,4.768357804534753552e-02
1.590544738732143082e-01,4.594135979697870908e+01,4.859069509774945755e-02
1.661586182869607686e-01,4.681848085100400425e+01,4.951506885320278162e-02
1.736098294381267226e-01,4.771240963447021244e+01,5.045702759767618090e-02
1.813231993737743908e-01,4.862346510997140570e+01,5.141690586234494431e-02
1.892809028157301232e-01,4.955197959487011872e+01,5.239504454239787834e-02
1.975662648684350098e-01,5.049830157875787506e+01,5.339179101810417188e-02
2.061781540217479669e-01,5.146278326804492309e+01,5.440749927818359227e-02
2.150841701534907668e-01,5.244578028162515437e+01,5.544253004552341518e-02
2.242799452307751573e-01,5.344765412543809902e+01,5.649725090528713578e-02
2.337909367252209714e-01,5.446877199565017946e+01,5.757203643546015409e-02
2.436704937703764728e-01,5.550950679151134892e+01,5.866726833987897377e-02
2.539928882987002590e-01,5.657023746864484792e+01,5.978333558379116813e-02
2.648397924748392973e-01,5.765134989037708380e+01,6.092063453199402651e-02
2.762780588561971062e-01,5.875323839843814966e+01,6.207956908960128584e-02
2.883255791855171002e-01,5.987630842780355067e+01,6.326055084548766472e-02
3.009493183933478755e-01,6.102097742603646680e+01,6.446399921846224235e-02
3.141628216002567697e-01,6.218766874270194478e+01,6.569034160622264085e-02
3.279944544795579398e-01,6.337681319759860799e+01,6.694001353714278124e-02
3.424748165566083857e-01,6.458884998100677421e+01,6.821345882494835033e-02
3.576367086837555220e-01,6.582422684043834238e+01,6.951112972633456677e-02
3.735149038390241927e-01,6.708340042445092877e+01,7.083348710158257622e-02
3.901459272259202304e-01,6.836683662506247572e+01,7.218100057823127746e-02
4.075678479865637027e-01,6.967501097674721677e+01,7.355414871786283837e-02
4.258203064951117667e-01,7.100840915086914151e+01,7.495341918606103493e-02
4.449450451767622550e-01,7.236752756580382595e+01,7.637930892560289287e-02
4.649856244901662272e-01,7.375287345516477444e+01,7.783232433294494379e-02
4.859878193241355948e-01,7.516496420850442917e+01,7.931298143806710110e-02
5.080020615551017471e-01,7.660432775641278624e+01,8.082180608773759101e-02
5.310838652414727745e-01,7.807150286711343767e+01,8.235933413226445565e-02
5.552939761159106924e-01,7.956703943877876384e+01,8.392611161579961732e-02
5.806983721057633607e-01,8.109149883206312381e+01,8.552269497026343537e-02
6.073680638469521886e-01,8.264545425392462619e+01,8.714965121295802086e-02
6.353786329788732035e-01,8.422949120605298390e+01,8.880755814794036307e-02
6.648094326312071756e-01,8.584420801385901711e+01,9.049700457122591968e-02
6.957423198846791612e-01,8.749021721831522314e+01,9.221859047989625080e-02
7.282612824332005408e-01,8.916814914804187708e+01,9.397292728518437388e-02
7.624589850734333485e-01,9.087862789221686910e+01,9.576063802961398697e-02
7.984410989052120877e-01,9.262227331858099433e+01,9.758235760826931837e-02
8.363271926479897145e-01,9.439971947985554834e+01,9.943873299427453960e-02
8.762510759052539733e-01,9.621163590053284054e+01,1.013304234685624000e-01
9.183583970813932185e-01,9.805875875137454045e+01,1.032581008540141426e-01
9.628021245431136466e-01,9.994191775016575718e+01,1.052224497540533571e-01
1.009738273407828402e+00,1.018620324910508685e+02,1.072241677957789796e-01
1.059324907421300921e+00,1.038200465356995466e+02,1.092639658777235789e-01
1.111698995043977956e+00,1.058169584521797617e+02,1.113425684223246642e-01
1.166838193807247182e+00,1.078548147418167531e+02,1.134607136331992200e-01
1.224764545742736965e+00,1.099356938572837663e+02,1.156191537573124928e-01
1.285712825409266458e+00,1.120603390324237267e+02,1.178186553521339552e-01
1.350180613988824607e+00,1.142276046356803931e+02,1.200599995578758988e-01
1.418909373889797321e+00,1.164346775366740587e+02,1.223439823749107730e-01
1.492766512073065988e+00,1.186782938692622906e+02,1.246714149464660526e-01
1.572532485932395918e+00,1.209567642734117072e+02,1.270431238466971091e-01
1.658639356850793556e+00,1.232721437788888608e+02,1.294599513742402397e-01
1.750938210315103660e+00,1.256315272436499271e+02,1.319227558513499932e-01
1.848921671750587858e+00,1.280448393758692305e+02,1.344324119287275410e-01
1.952332743959519945e+00,1.305240162273211979e+02,1.369898108961476180e-01
2.060132743186981141e+00,1.330880990238206607e+02,1.395958609989949584e-01
2.170850293881824378e+00,1.357527796525797044e+02,1.422514877608224704e-01
2.283903154108372746e+00,1.385126598363536061e+02,1.449576343120453359e-01
2.401419160909244788e+00,1.413240776469549473e+02,1.477152617248884969e-01
2.528063023691198286e+00,1.441221475654565438e+02,1.505253493547057397e-01
2.668457731275831968e+00,1.468532341239132961e+02,1.533888951877921958e-01
2.824788620360393576e+00,1.495043490095424659e+02,1.563069161958132169e-01
2.991830437131195009e+00,1.522010187005747923e+02,1.592804486969761346e-01
3.164860023102459952e+00,1.550338959964521734e+02,1.623105487240723566e-01
3.340900710997817935e+00,1.580455187302468687e+02,1.653982923995216681e-01
3.518963008831080153e+00,1.611815320776352394e+02,1.685447763175506597e-01
3.702204179121932448e+00,1.643549934894330420e+02,1.717511179336415339e-01
3.892798955755560897e+00,1.675705444807190929e+02,1.750184559613904289e-01
4.096884451314879882e+00,1.708269778738976186e+02,1.783479507769146488e-01
4.317673313222196718e+00,1.741218097681347956e+02,1.817407848309535168e-01
4.555461768622054208e+00,1.773792549427475365e+02,1.851981630688088742e-01
4.805298114832799783e+00,1.809017101293372889e+02,1.887213133582745783e-01
5.064968416536700602e+00,1.850346495430278537e+02,1.923114869257063209e-01
5.341212129159591981e+00,1.898188073068806716e+02,1.959699588003876169e-01
5.639627214918172093e+00,1.941589238017670596e+02,1.996980282673490037e-01
5.953496330451196528e+00,1.974525661759124944e+02,2.034970193288015705e-01
6.280239361912931528e+00,2.000178686043220750e+02,2.073682811743485233e-01
6.621129230264378052e+00,2.031567237294416941e+02,2.113131886601423426e-01
6.970151487374954158e+00,2.071124322605252814e+02,2.153331427971566514e-01
7.342877855984096591e+00,2.114029996462166139e+02,2.194295712487471239e-01
7.772376467487462470e+00,2.156725601381983495e+02,2.236039288376780176e-01
8.259439858646054233e+00,2.199720430147677632e+02,2.278576980627941007e-01
8.746937308438877068e+00,2.242949471352243904e+02,2.321923896255211894e-01
9.216984074812094363e+00,2.286623283175626682e+02,2.366095429663831740e-01
9.718768675897019094e+00,2.331271499819485769e+02,2.411107268117252400e-01
1.028713333600979851e+01,2.376979439523884707e+02,2.456975397308382159e-01
1.091051748193076598e+01,2.425050083210532250e+02,2.503716107036809135e-01
1.155780569501211019e+01,2.474960489940700654e+02,2.551345996994028864e-01
1.220983336757061011e+01,2.523491212652717479e+02,2.599881982658729940e-01
1.288116502283844156e+01,2.570323273576109955e+02,2.649341301304226071e-01
1.363701766114537506e+01,2.624460048252203137e+02,2.699741518120175043e-01
1.452751179023635508e+01,2.692916828445748934e+02,2.751100532450752589e-01
1.541038451061659664e+01,2.754571666090442932e+02,2.803436584151501876e-01
1.619206102002727121e+01,2.796389337588153126e+02,2.856768260067111820e-01
1.699680155159403938e+01,2.839902655827513627e+02,2.911114500632426272e-01
1.789322890536206856e+01,2.899509986555897854e+02,2.966494606599029416e-01
1.891858801354687003e+01,2.960594233840261609e+02,3.022928245889796028e-01
2.013638378593714151e+01,3.018568452300701210e+02,3.080435460583840213e-01
2.133367919283167424e+01,3.078524333983980910e+02,3.139036674034343943e-01
2.248141173441590368e+01,3.142762193732464766e+02,3.198752698121788418e-01
2.373519425090266566e+01,3.210558958255823541e+02,3.259604740645178356e-01
2.509681463829534209e+01,3.275294719124341327e+02,3.321614412853864384e-01
2.655920258119420652e+01,3.339210143773121331e+02,3.384803737122655809e-01
2.801924935278810835e+01,3.407221785137231791e+02,3.449195154772936034e-01
2.951337094814585171e+01,3.477496027056663479e+02,3.514811534042566188e-01
3.116411713250460025e+01,3.548137513292243170e+02,3.581676178207414685e-01
3.279023739064987808e+01,3.622200509476285220e+02,3.649812833857370986e-01
3.462613913576678470e+01,3.699473660997884963e+02,3.719245699329813415e-01
3.688765155811643126e+01,3.775956304011770044e+02,3.789999433303510301e-01
3.925713599320738467e+01,3.854908654752256325e+02,3.862099163556001469e-01
4.176823100984530157e+01,3.936012675238484917e+02,3.935570495887586451e-01
4.444462625067733086e+01,4.019076674706386143e+02,4.010439523215073576e-01
4.729471291909290898e+01,4.104255236598504553e+02,4.086732834838526229e-01
5.032622359969938231e+01,4.191613663337660114e+02,4.164477525884304199e-01
5.353581774050863373e+01,4.281226166504993103e+02,4.243701206927736336e-01
5.710184674879558742e+01,4.373193503654138112e+02,4.324432013798851782e-01
6.035455374889875202e+01,4.467554843746826236e+02,0
6.375658334773930846e+01,5.405082749177025789e+02,5.221218030751140216e-01
7.546142228080391590e+01,5.521143746355659232e+02,5.320544803282731827e-01
8.647376034881619944e+01,5.641570191880076663e+02,5.421761136388779656e-01
9.794726318211986893e+01,5.766427717493628506e+02,5.524902976461917303e-01
1.096851096610011496e+02,5.895868004215845986e+02,5.630006953727391128e-01
1.216647419004040387e+02,6.030026624615087485e+02,5.737110395252071893e-01
1.338596799101015620e+02,6.169038077020516084e+02,5.846251338200945113e-01
1.462432822247459683e+02,6.313032288654179638e+02,5.957468543345787459e-01
1.587889636961717201e+02,6.462138165244278980e+02,6.070801508830833138e-01
1.714704486016026124e+02,6.616479876775802040e+02,6.186290484200310802e-01
1.842621780942719738e+02,6.776180388553261764e+02,6.303976484692828119e-01
1.971401055686359882e+02,6.941361078384391021e+02,6.423901305807704354e-01
2.100813640976427621e+02,7.112141132692587462e+02,6.546107538148392413e-01
2.230653531049695744e+02,7.288636598301952745e+02,6.670638582548287232e-01
2.360738579081375406e+02,7.470960300079133276e+02,6.797538665484283982e-01
2.490913569458675170e+02,7.659230685260203018e+02,6.926852854783540625e-01
2.621052986483684322e+02,7.853557475706064679e+02,7.058627075629079206e-01
2.751068423212404923e+02,8.054056240969669034e+02,7.192908126869814733e-01
2.880902638859459444e+02,8.260841254068583339e+02,7.329743697640924704e-01
3.010535091426787062e+02,8.474027842143309499e+02,7.469182384300350197e-01
3.139984859514976279e+02,8.693734527120337816e+02,7.611273707687518097e-01
3.269301798634108991e+02,8.920081260340891731e+02,7.756068130710378483e-01
3.398580358949573679e+02,9.153194340030697731e+02,7.903617076267013264e-01
3.527936360348159042e+02,9.393201000093541779e+02,8.053972945508165449e-01
3.657527557959086266e+02,9.640236706869096679e+02,8.207189136447236022e-01
3.787533786936966749e+02,9.894440441164589402e+02,8.363320062924249898e-01
3.918164484956587899e+02,1.015596080373130008e+03,8.522421173930614380e-01
4.049646022946160429e+02,1.042494887217115092e+03,8.684548973301529085e-01
4.182224702746347589e+02,1.070156478439471584e+03,8.849761039782980676e-01
4.316157339368799057e+02,1.098597736127506323e+03,9.018116047480487785e-01
4.451716289438858212e+02,1.127836264197310811e+03,9.189673786696893609e-01
4.589176203413138069e+02,1.157890422902045657e+03,9.364495185166524793e-01
4.728791230228449649e+02,1.188780255217039439e+03,9.542642329693338255e-01
4.870870526970763876e+02,1.220525344100501343e+03,9.724178488200673209e-01
5.015666978274949201e+02,1.253147116087839777e+03,9.909168132200496526e-01
5.163389322726033015e+02,1.286668609921962570e+03,1.009767695969008283e+00
5.314372202541057959e+02,1.321111532618587489e+03,1.028977191848427619e+00
5.468894499379183571e+02,1.356499193572564764e+03,1.048552122999161673e+00
5.627136195651182788e+02,1.392857125665672356e+03,1.068499441344278322e+00
5.789246429741125439e+02,1.430212149391925777e+03,1.088826231057993255e+00
5.955446891809669978e+02,1.468590986172480143e+03,1.109539711081575231e+00
6.126067281005082350e+02,1.508019963121260616e+03,1.130647237687108175e+00
6.301344269868629908e+02,1.548527258022931619e+03,1.152156307090031362e+00
6.481397394712782898e+02,1.590142912759097044e+03,1.174074558111375399e+00
6.666337137786946414e+02,1.632897960807134496e+03,1.196409774890645261e+00
6.856401626811141341e+02,1.676823306752116878e+03,1.219169889650311811e+00
7.051861833419432060e+02,1.721950585581010955e+03,1.242362985512895701e+00
7.252890295489186201e+02,1.768313163358288648e+03,1.265997299371640405e+00
7.459622217947667195e+02,1.815945613507718008e+03,1.290081224815796901e+00
7.672245805121785907e+02,1.864883197089902524e+03,1.314623315111559609e+00
7.891001215765536472e+02,1.915161942707781691e+03,1.339632286239706094e+00
8.116085574814729853e+02,1.966819180394764771e+03,1.365117019991030523e+00
8.347677808933168535e+02,2.019893465861535788e+03,1.391086567120658257e+00
8.585982105918352545e+02,2.074424456486041436e+03,1.417550150562368882e+00
8.831226527127636245e+02,2.130452913084340253e+03,1.444517168704068322e+00
9.083623401401392812e+02,2.188020613626016711e+03,1.471997198725570222e+00
9.343383952825516872e+02,2.247170503561489568e+03,1.499999999999877653e+00
